NAME/SERVICE/ADDRESS/ROUTE/ZONE/CONTACT
West Demolition Co - SitSW-COMM-2YD   8469 Telegraph Blvd           RT-DET-0A1    C-05473       
Lakeside Excavating Ltd SW-COMM-2YD   4377 Middlebelt Blvd          RT-DET-0A1    C-27719       
Keystone Contracting - SSW-COMM-2YD   4246 Cedar Way                RT-DET-0A1    C-37915       
Valley Landscaping Ltd -SW-COMM-2YD   3312 Haggerty Ln              RT-DET-0A1    C-36889       
Oak Excavating LLC - SitSW-COMM-2YD   8744 Joy Blvd                 RT-DET-0A1    C-15912       
Juniper Transport LLC - SW-COMM-2YD   4032 Main Way                 RT-DET-0A1    C-32389       
O. Removal Corp - Site 3SW-COMM-2YD   9326 Cherry Hill Blvd         RT-DET-0A1    C-02881       
Lakeside Builders - SiteSW-COMM-2YD   1793 Joy Dr                   RT-DET-0A1    C-25790       
Z. Transport Corp - SiteSW-COMM-2YD   8675 Oak Ave                  RT-DET-0A1    C-02360       
Heritage Excavating Co -SW-COMM-2YD   7665 Haggerty Rd              RT-DET-0A1    C-20291       
Oak Contracting LLC - SiSW-COMM-2YD   3813 Cedar Ave                RT-DET-0A1    C-34045       
Magnolia Services Corp -SW-COMM-2YD   719 Madison Ave               RT-DET-0A1    C-13440       
North Construction - SitSW-COMM-2YD   7247 Michigan Way             RT-DET-0A1    C-21583       
Keystone Development - SSW-COMM-2YD   1816 Main Ave                 RT-DET-0A1    C-07493       
Cedar Services Co - SiteSW-COMM-2YD   9668 Middlebelt Ave           RT-DET-0A1    C-23289       
Iron Development - Site SW-COMM-2YD   7000 Main Pkwy                RT-DET-0A1    C-36735       
Silver Recycling Co - SiSW-COMM-2YD   6363 Franklin Ct              RT-DET-0A1    C-27692       
Keystone Landscaping LLCSW-COMM-2YD   9037 Monroe Ct                RT-DET-0A1    C-27537       
Eagle Development - SiteSW-COMM-2YD   3533 Washington Dr            RT-DET-0A1    C-06077       
Lakeside Disposal LLC - SW-COMM-2YD   4241 Adams Dr                 RT-DET-0A1    C-01424       
Keystone Disposal - SiteSW-COMM-2YD   2354 Trumbull Way             RT-DET-0A1    C-42973       
Iron Recycling Inc - SitSW-COMM-2YD   5127 Main Pkwy                RT-DET-0A1    C-04023       
Q. Construction Co - SitSW-COMM-2YD   3457 Orchard Lake Ct          RT-DET-0A1    C-00506       
Valley Services - Site 3SW-COMM-2YD   5766 Washington Rd            RT-DET-0A1    C-25779       
North Disposal Inc - SitSW-COMM-2YD   RR 7 Box 458                  RT-DET-0A1    C-21805       
West Demolition - Site 4SW-COMM-2YD   682 Trumbull Ct               RT-DET-0A1    C-16062       
Oak Excavating LLC - SitSW-COMM-2YD   7179 Lincoln Way              RT-DET-0A1    C-18153       
Lakeside Removal Co. - SSW-COMM-2YD   90 Main St                    RT-DET-0A1    C-05138       
Cedar Landscaping LLC - SW-COMM-2YD   4102 Adams Ave                RT-DET-0A1    C-14204       
Lakeside Builders - SiteSW-COMM-2YD   769 Michigan Pkwy             RT-DET-0A1    C-42188       
Golden Contracting Ltd -SW-COMM-2YD   9065 Ford St                  RT-DET-0A1    C-32835       
Valley Hauling Ltd - SitSW-COMM-2YD   6093 Van Buren Rd             RT-DET-0A1    C-40043       
First Builders Inc - SitSW-COMM-2YD   3128 Cass St                  RT-DET-0A1    C-29192       
Liberty Demolition - SitSW-COMM-2YD   4657 Woodward Way             RT-DET-0A1    C-07229       
Cornerstone Landscaping SW-COMM-2YD   2139 Middlebelt Ln            RT-DET-0A1    C-22273       
Summit Hauling Co - SiteSW-COMM-2YD   783 Cass Way                  RT-DET-0A1    C-35340       
Keystone Removal Ltd - SSW-COMM-2YD   7100 Main St                  RT-DET-0A1    C-16478       
Delta Demolition Inc - SSW-COMM-2YD   421 Monroe Rd                 RT-DET-0A1    C-13718       
Blue Landscaping Corp - SW-COMM-2YD   4608 Washington Dr            RT-DET-0A1    C-02915       
Quality Builders - Site SW-COMM-2YD   6744 Madison Way              RT-DET-0A1    C-08156       
North Recycling - Site 1SW-COMM-2YD   1484 Plymouth Rd              RT-DET-0A1    C-06553       
First Builders - Site 3 SW-COMM-2YD   686 Jefferson Blvd            RT-DET-0A1    C-07022       
Golden Recycling Ltd - SSW-COMM-2YD   11 Grand River Blvd           RT-DET-0A1    C-16873       
Iron Transport Ltd - SitSW-COMM-2YD   7319 Cedar Way                RT-DET-0A1    C-27742       
Riverside Contracting LtSW-COMM-2YD   2341 Van Buren St             RT-DET-0A1    C-12998       
Magnolia Excavating CorpSW-COMM-2YD   7116 Harrison St              RT-DET-0A1    C-08427       
Riverside Landscaping LLSW-COMM-2YD   3727 Grand River Way          RT-DET-0A1    C-40715       
Heritage Waste Corp - SiSW-COMM-2YD   8732 Cherry Hill Dr           RT-DET-0A1    C-18289       
Quality Development CorpSW-COMM-2YD   4461 Lincoln Rd               RT-DET-0A1    C-03638       
Pioneer Contracting LLC SW-COMM-2YD   4172 Jefferson Pkwy           RT-DET-0A1    C-30374       
Valley Services - Site 4SW-COMM-2YD   2810 Michigan Way             RT-DET-0A1    C-24651       
Delta Demolition Co. - SSW-COMM-2YD   6596 Oak Dr                   RT-DET-0A1    C-00240       
Juniper Removal - Site 3SW-COMM-2YD   9621 Cherry Hill Ave          RT-DET-0A1    C-18622       
K. Demolition Inc - SiteSW-COMM-2YD   1923 Telegraph Way            RT-DET-0A1    C-05545       
First Removal - Site 1  SW-COMM-2YD   7786 Haggerty Ct              RT-DET-0A1    C-33894       
West Waste Co - Site 4  SW-COMM-2YD   9800 Michigan Ct              RT-DET-0A1    C-26691       
Juniper Demolition LLC -SW-COMM-2YD   5590 Haggerty Ct              RT-DET-0A1    C-00927       
United Demolition LLC - SW-COMM-2YD   8393 Grand River Pkwy         RT-DET-0A1    C-06649       
Riverside Services LLC -SW-COMM-2YD   7400 Cedar Ln                 RT-DET-0A1    C-32844       
Apex Recycling Co - SiteSW-COMM-2YD   6603 Jefferson Ln             RT-DET-0A1    C-39279       
Midwest Development CorpSW-COMM-2YD   6451 Grand River Pkwy         RT-DET-0A1    C-15624       
First Services Ltd - SitSW-COMM-2YD   3861 Plymouth Ave             RT-DET-0A1    C-41425       
Zephyr Builders - Site 1SW-COMM-2YD   9324 Grand River Ct           RT-DET-0A1    C-23788       
Apex Sanitation Co - SitSW-COMM-2YD   9931 Adams Way                RT-DET-0A1    C-12398       
Magnolia Transport Inc -SW-COMM-2YD   3443 Cass Ct                  RT-DET-0A1    C-07155       
Quality Builders Corp - SW-COMM-2YD   2267 Main Ln                  RT-DET-0A1    C-39726       
Summit Removal Corp - SiSW-COMM-2YD   2020 Monroe Pkwy              RT-DET-0A1    C-19469       
Magnolia Construction LLSW-COMM-2YD   7044 Maple St                 RT-DET-0A1    C-02967       
Twin Maintenance - Site SW-COMM-2YD   4024 Michigan Dr              RT-DET-0A1    C-04828       
Oak Recycling - Site 4  SW-COMM-2YD   3560 Ford St                  RT-DET-0A1    C-19490       
First Recycling - Site 4SW-COMM-2YD   3712 Jefferson Ln             RT-DET-0A1    C-25682       
West Excavating - Site 2SW-COMM-2YD   9927 Monroe Ln                RT-DET-0A1    C-05012       
Cornerstone Waste Inc - SW-COMM-2YD   1250 Joy Pkwy                 RT-DET-0A1    C-37002       
M. Contracting Inc - SitSW-COMM-2YD   8845 Haggerty Ave             RT-DET-0A1    C-01564       
Cornerstone Transport LLSW-COMM-2YD   5034 Orchard Lake Blvd        RT-DET-0A1    C-36213       
United Excavating - SiteSW-COMM-2YD   6106 Cedar Blvd               RT-DET-0A1    C-18053       
Iron Maintenance Ltd - SSW-COMM-2YD   4517 Cedar Way                RT-DET-0A1    C-05865       
twin maintenance - Site SW-COMM-2YD   4044 Trumbull Way             RT-DET-0A1    C-00329       
Heritage Contracting - SSW-COMM-2YD   8512 Orchard Lake Rd          RT-DET-0A1    C-27258       
Keystone Demolition - SiSW-COMM-2YD   2338 Lincoln Pkwy             RT-DET-0A1    C-05763       
United Disposal Ltd - SiSW-COMM-2YD   4533 Plymouth Blvd            RT-DET-0A1    C-26616       
Lakeside Construction LLSW-COMM-2YD   4384 Trumbull Ln              RT-DET-0A1    C-22941       
First Removal - Site 2  SW-COMM-2YD   9707 Cass Rd                  RT-DET-0A1    C-35169       
Lakeside Removal Co - SiSW-COMM-2YD   9498 Cedar St                 RT-DET-0A1    C-36958       
Zephyr Recycling Corp - SW-COMM-2YD   1917 Cedar Ave                RT-DET-0A1    C-13450       
Blue Demolition - Site 2SW-COMM-2YD   9946 Grant Ave                RT-DET-0A1    C-19456       
Quality Excavating Co - SW-COMM-2YD   9857 Cass Ave                 RT-DET-0A1    C-39027       
North Services Ltd - SitSW-COMM-2YD   1941 Plymouth Blvd            RT-DET-0A1    C-12953       
Magnolia Demolition LLC SW-COMM-2YD   8160 Oak St                   RT-DET-0A1    C-15217       
First Hauling - Site 3  SW-COMM-2YD   3922 Monroe Blvd              RT-DET-0A1    C-10336       
Pioneer Waste Corp - SitSW-COMM-2YD   6387 Main Rd                  RT-DET-0A1    C-40690       
Twin Waste - Site 2     SW-COMM-2YD   2497 Plymouth St              RT-DET-0A1    C-11000       
Blue Disposal - Site 4  SW-COMM-2YD   2413 Middlebelt Ct            RT-DET-0A1    C-37573       
Liberty Landscaping CorpSW-COMM-2YD   5262 Grant Ln                 RT-DET-0A1    C-35026       
Twin Disposal Inc - SiteSW-COMM-2YD   1131 Adams Way                RT-DET-0A1    C-20273       
Riverside Recycling CorpSW-COMM-2YD   5965 Plymouth Pkwy            RT-DET-0A1    C-10056       
Eagle Contracting Inc - SW-COMM-2YD   1565 Cherry Hill Way          RT-DET-0A1    C-18219       
Cedar Contracting Co - SSW-COMM-2YD   6618 Maple Dr                 RT-DET-0A1    C-39036       
Iron Waste Inc - Site 3 SW-COMM-2YD   7861 Oak Pkwy                 RT-DET-0A1    C-32192       
Twin Demolition Ltd - SiSW-COMM-2YD   2417 Monroe Way               RT-DET-0A1    C-11807       
Quality Excavating Corp SW-COMM-2YD   9489 Grand River Blvd         RT-DET-0A1    C-22544       
Quality Sanitation Co - SW-COMM-2YD   7478 Franklin Ave             RT-DET-0A1    C-31274       
West Builders Corp - SitSW-COMM-2YD   8309 Telegraph Blvd           RT-DET-0A1    C-41127       
Quality Waste Inc - SiteSW-COMM-2YD   7262 Van Buren Way            RT-DET-0A1    C-29085       
Heritage Contracting - SSW-COMM-2YD   5680 Trumbull Way             RT-DET-0A1    C-26629       
Silver Excavating - SiteSW-COMM-2YD   2883 Adams Ln                 RT-DET-0A1    C-02441       
Quality Sanitation - SitSW-COMM-2YD   8250 Haggerty Ln              RT-DET-0A1    C-42088       
Cornerstone Removal - SiSW-COMM-2YD   3529 Joy Pkwy                 RT-DET-0A1    C-38517       
Iron Removal - Site 3   SW-COMM-2YD   1630 Middlebelt Ave           RT-DET-0A1    C-08719       
R. Services Co - Site 3 SW-COMM-2YD   5361 Trumbull Pkwy            RT-DET-0A1    C-03885       
Riverside Contracting - SW-COMM-2YD   5003 Plymouth Ave             RT-DET-0A1    C-11431       
Golden Waste Inc - Site SW-COMM-2YD   4967 Greenfield Rd            RT-DET-0A1    C-27143       
Oak Sanitation Corp - SiSW-COMM-2YD   4533 Harrison Rd              RT-DET-0A1    C-07310       
Eagle Sanitation Co - SiSW-COMM-2YD   4653 Orchard Lake Way         RT-DET-0A1    C-04164       
Eagle Excavating - Site SW-COMM-2YD   4438 Madison Ct               RT-DET-0A1    C-09976       
West Landscaping Co - SiSW-COMM-2YD   6076 Washington Dr            RT-DET-0A1    C-20568       
summit hauling llc - SitSW-COMM-2YD   3660 Telegraph Rd             RT-DET-0A1    C-00421       
Quality Disposal Corp - SW-COMM-2YD   108 Oak Rd                    RT-DET-0A1    C-17527       
Summit Demolition - SiteSW-COMM-2YD   6890 Franklin Pkwy            RT-DET-0A1    C-10798       
Cedar Demolition Inc - SSW-COMM-2YD   4517 Middlebelt Ln            RT-DET-0A1    C-29236       
Delta Construction Inc -SW-COMM-2YD   6639 Cherry Hill Blvd         RT-DET-0A1    C-23661       
Delta Services LLC - SitSW-COMM-2YD   3842 Ford Dr                  RT-DET-0A1    C-14137       
Quality Waste Co - Site SW-COMM-2YD   2297 Plymouth Ave             RT-DET-0A1    C-36355       
United Excavating - SiteSW-COMM-2YD   2502 Franklin Way             RT-DET-0A1    C-12224       
Cedar Waste - Site 4    SW-COMM-2YD   5907 Jackson Way              RT-DET-0A1    C-20352       
Cornerstone Removal Co. SW-COMM-2YD   9381 Jefferson Pkwy           RT-DET-0A1    C-01031       
Eagle Contracting Inc - SW-COMM-2YD   1337 Madison Blvd             RT-DET-0A1    C-16771       
Red Contracting Inc - SiSW-COMM-2YD   5813 Oak Blvd                 RT-DET-0A1    C-07758       
United Maintenance Co - SW-COMM-2YD   78 Franklin Dr                RT-DET-0A1    C-00798       
Delta Construction Ltd -SW-COMM-2YD   9947 Ford Ave                 RT-DET-0A1    C-11677       
Pioneer Sanitation Corp SW-COMM-2YD   5128 Trumbull Ct              RT-DET-0A1    C-06131       
Midwest Landscaping Inc SW-COMM-2YD   9906 Franklin Ct              RT-DET-0A1    C-31631       
Iron Contracting Co - SiSW-COMM-2YD   1618 Washington Ln            RT-DET-0A1    C-40068       
Midwest Demolition Ltd -SW-COMM-2YD   612 Warren St                 RT-DET-0A1    C-35964       
J. Sanitation Corp - SitSW-COMM-2YD   3503 Lincoln Ln               RT-DET-0A1    C-03262       
Apex Services LLC - SiteSW-COMM-2YD   8473 Main Dr                  RT-DET-0A1    C-35303       
Oak Removal - Site 3    SW-COMM-2YD   7361 Grant Ct                 RT-DET-0A1    C-42860       
Cornerstone Builders Co SW-COMM-2YD   8727 Harrison Ave             RT-DET-0A1    C-43734       
Pioneer Builders Corp - SW-COMM-2YD   5368 Harrison St              RT-DET-0A1    C-32801       
Twin Maintenance - Site SW-COMM-2YD   208 Lincoln Ln                RT-DET-0A1    C-04070       
West Recycling Ltd - SitSW-COMM-2YD   8429 Oak Blvd                 RT-DET-0A1    C-30405       
West Transport LLC - SitSW-COMM-2YD   4531 Greenfield Ln            RT-DET-0A1    C-25346       
Midwest Removal - Site 2SW-COMM-2YD   1491 Warren St                RT-DET-0A1    C-05208       
Cedar Builders Inc - SitSW-COMM-2YD   8673 Joy Rd                   RT-DET-0A1    C-28412       
United Demolition - SiteSW-COMM-2YD   4472 Van Buren Dr             RT-DET-0A1    C-31213       
Midwest Waste Ltd - SiteSW-COMM-2YD   3276 Greenfield Rd            RT-DET-0A1    C-38504       
Keystone Construction InSW-COMM-2YD   769 Joy Ln                    RT-DET-0A1    C-15791       
United Recycling - Site SW-COMM-2YD   5186 Van Buren Pkwy           RT-DET-0A1    C-20924       
West Landscaping LLC - SSW-COMM-2YD   5489 Cass Blvd                RT-DET-0A1    C-26304       
West Hauling Ltd - Site SW-COMM-2YD   1826 Cass Pkwy                RT-DET-0A1    C-21327       
United Construction - SiSW-COMM-2YD   No Address on File            RT-DET-0A1    C-14370       
Liberty Demolition LLC -SW-COMM-2YD   7814 Maple Ct                 RT-DET-0A1    C-44363       
Twin Disposal Inc - SiteSW-COMM-2YD   3541 Ford St                  RT-DET-0A1    C-20273       
Keystone Construction - SW-COMM-2YD   5195 Cass Ct                  RT-DET-0A1    C-09409       
Golden Waste Inc - Site SW-COMM-2YD   5558 Warren Ave               RT-DET-0A1    C-08476       
United Maintenance LLC -SW-COMM-2YD   2778 Monroe Rd                RT-DET-0A1    C-34215       
Valley Demolition Corp -SW-COMM-2YD   2898 Van Buren Rd             RT-DET-0A1    C-21207       
Magnolia Transport LLC -SW-COMM-2YD   2648 Grand River Pkwy         RT-DET-0A1    C-04351       
Cedar Services LLC - SitSW-COMM-2YD   7130 Grant Way                RT-DET-0A1    C-37331       
First Maintenance - SiteSW-COMM-2YD   725 Warren Blvd               RT-DET-0A1    C-43461       
First Disposal - Site 4 SW-COMM-2YD   1345 Cass Ave                 RT-DET-0A1    C-34243       
Juniper Recycling - SiteSW-COMM-2YD   1 Orchard Lake Ave            RT-DET-0A1    C-36052       
United Disposal Ltd - SiSW-COMM-2YD   9870 Main Way                 RT-DET-0A1    C-01452       
Silver Contracting - SitSW-COMM-2YD   4198 Cedar Ln                 RT-DET-0A1    C-26103       
Zephyr Sanitation Co - SSW-COMM-2YD   6796 Main Blvd                RT-DET-0A1    C-13521       
T. Excavating Co - Site SW-COMM-2YD   4917 Lincoln Ave              RT-DET-0A1    C-05754       
Twin Transport LLC - SitSW-COMM-2YD   5042 Middlebelt Pkwy          RT-DET-0A1    C-05914       
Pioneer Sanitation - SitSW-COMM-2YD   8217 Jefferson Ln             RT-DET-0A1    C-20700       
Golden Recycling LLC - SSW-COMM-2YD   2186 Grant Dr                 RT-DET-0A1    C-08978       
Blue Transport Corp - SiSW-COMM-2YD   8100 Grand River Blvd         RT-DET-0A1    C-34014       
Midwest Removal Co - SitSW-COMM-2YD   933 Joy Ct                    RT-DET-0A1    C-21313       
Midwest Maintenance Co -SW-COMM-2YD   9683 Trumbull Ave             RT-DET-0A1    C-39319       
Golden Builders Co - SitSW-COMM-2YD   6760 Jackson Ln               RT-DET-0A1    C-20821       
North Recycling - Site 4SW-COMM-2YD   9749 Oak Ln                   RT-DET-0A1    C-15492       
North Maintenance LLC - SW-COMM-2YD   2852 Maple Ln                 RT-DET-0A1    C-22179       
Juniper Disposal - Site SW-COMM-2YD   4117 Grant Dr                 RT-DET-0A1    C-01182       
Heritage Hauling - Site SW-COMM-2YD   9411 Orchard Lake St          RT-DET-0A1    C-31409       
Keystone Disposal - SiteSW-COMM-2YD   5869 Greenfield Ln            RT-DET-0A1    C-23167       
Cedar Recycling Corp - SSW-COMM-2YD   3553 Grand River Rd           RT-DET-0A1    C-13525       
Apex Transport Co - SiteSW-COMM-2YD   9970 Joy Rd                   RT-DET-0A1    C-40916       
Blue Transport Co - SiteSW-COMM-2YD   3253 Grand River Way          RT-DET-0A1    C-23407       
Apex Sanitation Ltd - SiSW-COMM-2YD   5925 Oak Blvd                 RT-DET-0A1    C-31830       
Summit Demolition Corp -SW-COMM-2YD   9229 Ford Pkwy                RT-DET-0A1    C-08853       
Red Waste - Site 3      SW-COMM-2YD   308 Greenfield Way            RT-DET-0A1    C-32146       
Silver Development Co - SW-COMM-2YD   9260 Haggerty Blvd            RT-DET-0A1    C-44916       
Lakeside Transport Co. -SW-COMM-2YD   666 Van Buren Blvd            RT-DET-0A1    C-02257       
Midwest Services Ltd - SSW-COMM-2YD   7867 Jefferson St             RT-DET-0A1    C-25398       
Apex Development Co - SiSW-COMM-2YD   8376 Plymouth Way             RT-DET-0A1    C-38066       
Valley Hauling LLC - SitSW-COMM-2YD   7297 Van Buren Dr             RT-DET-0A1    C-28624       
North Recycling Ltd - SiSW-COMM-2YD   6001 Greenfield Ave           RT-DET-0A1    C-32163       
Juniper Maintenance - SiSW-COMM-2YD   RR 4 Box 693                  RT-DET-0A1    C-09732       
Magnolia Waste Ltd - SitSW-COMM-2YD   7986 Grant Blvd               RT-DET-0A1    C-32460       
North Builders Inc - SitSW-COMM-2YD   5968 Oak Blvd                 RT-DET-0A1    C-43335       
Juniper Recycling - SiteSW-COMM-2YD   8670 Haggerty St              RT-DET-0A1    C-27392       
West Development Corp - SW-COMM-2YD   3898 Jefferson Pkwy           RT-DET-0A1    C-20010       
Twin Waste Inc - Site 2 SW-COMM-2YD   111 Washington Dr             RT-DET-0A1    C-26676       
Blue Maintenance Co - SiSW-COMM-2YD   2071 Warren Ct                RT-DET-0A1    C-16982       
Midwest Development - SiSW-COMM-2YD   6329 Grant Ave                RT-DET-0A1    C-44859       
Golden Builders LLC - SiSW-COMM-2YD   9128 Adams Way                RT-DET-0A1    C-18455       
Delta Waste LLC - Site 2SW-COMM-2YD   4853 Grand River Dr           RT-DET-0A1    C-10453       
Juniper Landscaping CorpSW-COMM-2YD   2876 Harrison St              RT-DET-0A1    C-07481       
Heritage Contracting LLCSW-COMM-2YD   2709 Joy Pkwy                 RT-DET-0A1    C-35233       
West Recycling - Site 1 SW-COMM-2YD   RR 6 Box 364                  RT-DET-0A1    C-33613       
First Hauling - Site 4  SW-COMM-2YD   4392 Jefferson Pkwy           RT-DET-0A1    C-28371       
Iron Maintenance - Site SW-COMM-2YD   6841 Orchard Lake Ave         RT-DET-0A1    C-27461       
Oak Removal Co - Site 2 SW-COMM-2YD   1596 Grant Blvd               RT-DET-0A1    C-07367       
Valley Disposal - Site 3SW-COMM-2YD   3972 Lincoln Ct               RT-DET-0A1    C-13835       
Liberty Recycling Corp -SW-COMM-2YD   4382 Haggerty Way             RT-DET-0A1    C-06113       
red recycling - Site 2  SW-COMM-2YD   5749 Orchard Lake Rd          RT-DET-0A1    C-03784       
Midwest Landscaping LLC SW-COMM-2YD   1707 Middlebelt Dr            RT-DET-0A1    C-35030       
Delta Hauling Corp - SitSW-COMM-2YD   2792 Cass Rd                  RT-DET-0A1    C-43339       
First Construction LLC -SW-COMM-2YD   6288 Grand River Dr           RT-DET-0A1    C-34244       
Delta Disposal Inc - SitSW-COMM-2YD   639 Ford Way                  RT-DET-0A1    C-25596       
Cedar Recycling Inc - SiSW-COMM-2YD   1552 Grant Ln                 RT-DET-0A1    C-33669       
Cornerstone Excavating CSW-COMM-2YD   872 Lincoln Pkwy              RT-DET-0A1    C-36516       
Keystone Transport Co - SW-COMM-2YD   9904 Haggerty Blvd            RT-DET-0A1    C-33777       
Golden Builders - Site 3SW-COMM-2YD   7986 Orchard Lake Blvd        RT-DET-0A1    C-25158       
Twin Demolition Ltd - SiSW-COMM-2YD   4510 Warren Rd                RT-DET-0A1    C-08254       
Cedar Excavating Co. - SSW-COMM-2YD   2391 Warren Ave               RT-DET-0A1    C-01025       
United Demolition - SiteSW-COMM-2YD   8135 Joy Dr                   RT-DET-0A1    C-11343       
Oak Development Corp - SSW-COMM-2YD   3890 Adams Dr                 RT-DET-0A1    C-26587       
Magnolia Removal - Site SW-COMM-2YD   4553 Jefferson Blvd           RT-DET-0A1    C-40112       
Eagle Services Co - SiteSW-COMM-2YD   7141 Adams Ln                 RT-DET-0A1    C-38058       
Magnolia Construction CoSW-COMM-2YD   7221 Cass Ave                 RT-DET-0A1    C-00177       
Golden Construction - SiSW-COMM-2YD   7671 Jackson Way              RT-DET-0A1    C-33309       
Cedar Transport - Site 2SW-COMM-2YD   3115 Jefferson Dr             RT-DET-0A1    C-10009       
Blue Maintenance Co - SiSW-COMM-2YD   5880 Joy Ln                   RT-DET-0A1    C-37022       
E. Builders - Site 4    SW-COMM-2YD   3986 Van Buren Blvd           RT-DET-0A1    C-00206       
Cornerstone Recycling - SW-COMM-2YD   5150 Cedar Rd                 RT-DET-0A1    C-25658       
Apex Development - Site SW-COMM-2YD   5391 Middlebelt Ln            RT-DET-0A1    C-36409       
Midwest Waste - Site 4  SW-COMM-2YD   No Address on File            RT-DET-0A1    C-27724       
Keystone Landscaping CorSW-COMM-2YD   1187 Woodward Way             RT-DET-0A1    C-25560       
Quality Services LLC - SSW-COMM-2YD   5232 Trumbull Dr              RT-DET-0A1    C-27812       
Twin Construction - SiteSW-COMM-2YD   676 Trumbull Way              RT-DET-0A1    C-20002       
Red Maintenance - Site 2SW-COMM-2YD   1671 Joy Ave                  RT-DET-0A1    C-15985       
First Services - Site 2 SW-COMM-2YD   9230 Jefferson Blvd           RT-DET-0A1    C-17727       
Delta Hauling Corp - SitSW-COMM-2YD   7713 Trumbull Dr              RT-DET-0A1    C-25478       
Delta Excavating - Site SW-COMM-2YD   9629 Greenfield Rd            RT-DET-0A1    C-23937       
Midwest Demolition Co - SW-COMM-2YD   5462 Adams Pkwy               RT-DET-0A1    C-41600       
Twin Contracting Corp - SW-COMM-2YD   4992 Joy Rd                   RT-DET-0A1    C-18009       
Iron Recycling Co - SiteSW-COMM-2YD   3455 Lincoln Rd               RT-DET-0A1    C-32196       
